word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
divide,298,247,260,218,5.84,2.4757,2.94,2.3945,6
mouths,273,247,262,236,5.35,2.4378,2.94,2.3945,6
rushed,268,246,265,244,5.25,2.4298,2.93,2.3927,6
shrimp,444,246,384,215,8.71,2.6484,2.93,2.3927,6
classy,294,245,254,214,5.76,2.4698,2.92,2.3909,6
listed,284,244,278,240,5.57,2.4548,2.91,2.3892,6
engage,314,243,258,220,6.16,2.4983,2.9,2.3874,6
growth,329,243,320,238,6.45,2.5185,2.9,2.3874,6
hockey,588,243,523,235,11.53,2.7701,2.9,2.3874,6
sorrow,350,243,314,236,6.86,2.5453,2.9,2.3874,6
taller,284,242,262,225,5.57,2.4548,2.89,2.3856,6
brakes,339,241,301,218,6.65,2.5315,2.87,2.3838,6
issued,283,241,278,237,5.55,2.4533,2.87,2.3838,6
online,342,241,322,229,6.71,2.5353,2.87,2.3838,6
resent,293,241,290,240,5.75,2.4683,2.87,2.3838,6
sleeve,286,241,285,241,5.61,2.4579,2.87,2.3838,6
wealth,324,241,310,233,6.35,2.5119,2.87,2.3838,6
amazed,261,240,257,237,5.12,2.4183,2.86,2.382,6
behold,303,240,126,114,5.94,2.4829,2.86,2.382,6
unlock,280,240,196,176,5.49,2.4487,2.86,2.382,6
resume,290,239,258,215,5.69,2.4639,2.85,2.3802,6
facial,293,238,271,225,5.75,2.4683,2.84,2.3784,6
gained,264,238,264,238,5.18,2.4232,2.84,2.3784,6
hunger,300,237,276,223,5.88,2.4786,2.83,2.3766,6
kidney,494,237,457,227,9.69,2.6946,2.83,2.3766,6
sticky,292,237,266,229,5.73,2.4669,2.83,2.3766,6
intent,286,236,281,232,5.61,2.4579,2.81,2.3747,6
snakes,518,236,440,222,10.16,2.7152,2.81,2.3747,6
cellar,478,235,464,233,9.37,2.6803,2.8,2.3729,6
hiring,279,235,265,223,5.47,2.4472,2.8,2.3729,6
lethal,289,235,257,210,5.67,2.4624,2.8,2.3729,6
clowns,317,234,280,220,6.22,2.5024,2.79,2.3711,6
clumsy,275,234,234,198,5.39,2.4409,2.79,2.3711,6
dental,315,234,286,222,6.18,2.4997,2.79,2.3711,6
heroin,501,234,428,209,9.82,2.7007,2.79,2.3711,6
savage,365,234,259,195,7.16,2.5635,2.79,2.3711,6
accuse,290,233,281,229,5.69,2.4639,2.78,2.3692,6
throne,441,232,428,229,8.65,2.6454,2.77,2.3674,6
pledge,351,231,316,209,6.88,2.5465,2.75,2.3655,6
spider,515,231,346,186,10.1,2.7126,2.75,2.3655,6
waving,266,231,253,221,5.22,2.4265,2.75,2.3655,6
detect,261,230,258,228,5.12,2.4183,2.74,2.3636,6
purely,258,230,237,215,5.06,2.4133,2.74,2.3636,6
courts,300,229,279,218,5.88,2.4786,2.73,2.3617,6
charts,333,228,315,225,6.53,2.5237,2.72,2.3598,6
holler,301,228,264,212,5.9,2.48,2.72,2.3598,6
jordan,1017,228,30,8,19.94,3.0077,2.72,2.3598,6
parlor,303,228,283,211,5.94,2.4829,2.72,2.3598,6
slower,264,228,228,208,5.18,2.4232,2.72,2.3598,6
dammit,381,227,113,85,7.47,2.5821,2.71,2.3579,6
dances,302,227,273,215,5.92,2.4814,2.71,2.3579,6
ensure,253,227,249,224,4.96,2.4048,2.71,2.3579,6
kidnap,331,227,303,218,6.49,2.5211,2.71,2.3579,6
sponge,342,227,261,188,6.71,2.5353,2.71,2.3579,6
scored,293,226,285,220,5.75,2.4683,2.69,2.356,6
apples,423,225,370,214,8.29,2.6274,2.68,2.3541,6
trophy,385,225,364,214,7.55,2.5866,2.68,2.3541,6
cigars,340,224,305,209,6.67,2.5328,2.67,2.3522,6
felony,285,224,262,213,5.59,2.4564,2.67,2.3522,6
cereal,324,223,301,214,6.35,2.5119,2.66,2.3502,6
gladly,257,223,168,148,5.04,2.4116,2.66,2.3502,6
owners,292,223,279,218,5.73,2.4669,2.66,2.3502,6
shifts,264,223,259,218,5.18,2.4232,2.66,2.3502,6
spying,279,223,258,212,5.47,2.4472,2.66,2.3502,6
walker,808,222,74,60,15.84,2.9079,2.65,2.3483,6
canyon,418,221,143,78,8.2,2.6222,2.63,2.3464,6
breach,317,220,305,214,6.22,2.5024,2.62,2.3444,6
mainly,256,220,200,174,5.02,2.4099,2.62,2.3444,6
offend,266,220,258,217,5.22,2.4265,2.62,2.3444,6
crappy,253,219,237,211,4.96,2.4048,2.61,2.3424,6
framed,284,219,275,215,5.57,2.4548,2.61,2.3424,6
smiled,251,219,251,219,4.92,2.4014,2.61,2.3424,6
formed,241,218,236,214,4.73,2.3838,2.6,2.3404,6
poster,305,218,299,213,5.98,2.4857,2.6,2.3404,6
smokes,262,218,256,214,5.14,2.42,2.6,2.3404,6
update,252,218,226,199,4.94,2.4031,2.6,2.3404,6
hatred,276,217,262,206,5.41,2.4425,2.59,2.3385,6
region,256,217,253,214,5.02,2.4099,2.59,2.3385,6
submit,282,217,261,211,5.53,2.4518,2.59,2.3385,6
wizard,542,217,328,123,10.63,2.7348,2.59,2.3385,6
sector,360,216,273,183,7.06,2.5575,2.58,2.3365,6
stereo,304,216,260,191,5.96,2.4843,2.58,2.3365,6
aliens,491,215,433,198,9.63,2.692,2.56,2.3345,6
decade,247,215,243,211,4.84,2.3945,2.56,2.3345,6
visits,233,215,228,212,4.57,2.3692,2.56,2.3345,6
buckle,257,214,182,152,5.04,2.4116,2.55,2.3324,6
cracks,251,214,235,203,4.92,2.4014,2.55,2.3324,6
freaky,255,214,215,182,5,2.4082,2.55,2.3324,6
organs,301,214,297,210,5.9,2.48,2.55,2.3324,6
traces,257,214,243,205,5.04,2.4116,2.55,2.3324,6
biting,250,213,242,209,4.9,2.3997,2.54,2.3304,6
spells,295,213,283,209,5.78,2.4713,2.54,2.3304,6
streak,295,213,253,202,5.78,2.4713,2.54,2.3304,6
willie,1093,212,16,11,21.43,3.039,2.53,2.3284,6
flavor,255,211,245,203,5,2.4082,2.52,2.3263,6
gutter,267,211,246,205,5.24,2.4281,2.52,2.3263,6
chorus,310,210,242,171,6.08,2.4928,2.5,2.3243,6
porter,795,210,106,65,15.59,2.9009,2.5,2.3243,6
thread,263,210,253,204,5.16,2.4216,2.5,2.3243,6
verify,248,210,221,193,4.86,2.3962,2.5,2.3243,6
dearly,249,209,152,141,4.88,2.3979,2.49,2.3222,6
maiden,282,209,241,187,5.53,2.4518,2.49,2.3222,6
faggot,350,208,316,194,6.86,2.5453,2.48,2.3201,6
hotels,257,208,237,196,5.04,2.4116,2.48,2.3201,6
vacuum,294,208,273,195,5.76,2.4698,2.48,2.3201,6
tipped,244,207,237,202,4.78,2.3892,2.47,2.3181,6
cheeks,225,206,216,199,4.41,2.3541,2.46,2.316,6
slaves,414,206,386,196,8.12,2.618,2.46,2.316,6
sought,240,206,236,202,4.71,2.382,2.46,2.316,6
virtue,263,206,243,195,5.16,2.4216,2.46,2.316,6
reader,278,205,221,169,5.45,2.4456,2.44,2.3139,6
relate,242,205,240,205,4.75,2.3856,2.44,2.3139,6
stakes,249,205,233,194,4.88,2.3979,2.44,2.3139,6
dennis,854,204,20,2,16.75,2.932,2.43,2.3118,6
sights,238,204,235,201,4.67,2.3784,2.43,2.3118,6
abroad,250,203,248,201,4.9,2.3997,2.42,2.3096,6
ginger,327,203,178,125,6.41,2.5159,2.42,2.3096,6
groans,390,203,273,152,7.65,2.5922,2.42,2.3096,6
tomato,301,203,248,178,5.9,2.48,2.42,2.3096,6
hotter,238,202,225,194,4.67,2.3784,2.41,2.3075,6
humour,269,202,259,195,5.27,2.4314,2.41,2.3075,6
shakes,252,202,214,189,4.94,2.4031,2.41,2.3075,6
beware,292,201,104,84,5.73,2.4669,2.4,2.3054,6
voyage,306,201,298,194,6,2.4871,2.4,2.3054,6
filing,232,200,221,191,4.55,2.3674,2.38,2.3032,6
meters,361,200,357,198,7.08,2.5587,2.38,2.3032,6
ransom,498,200,441,184,9.76,2.6981,2.38,2.3032,6
shells,284,200,270,195,5.57,2.4548,2.38,2.3032,6
denial,268,199,224,173,5.25,2.4298,2.37,2.301,6
lining,231,199,223,192,4.53,2.3655,2.37,2.301,6
madman,269,199,250,191,5.27,2.4314,2.37,2.301,6
poured,222,199,212,195,4.35,2.3483,2.37,2.301,6
warmth,227,199,218,192,4.45,2.3579,2.37,2.301,6
weekly,237,199,166,149,4.65,2.3766,2.37,2.301,6
whores,297,199,267,184,5.82,2.4742,2.37,2.301,6
agrees,219,198,217,197,4.29,2.3424,2.36,2.2989,6
ballet,523,198,428,178,10.25,2.7193,2.36,2.2989,6
bishop,855,198,199,100,16.76,2.9325,2.36,2.2989,6
fabric,245,198,236,193,4.8,2.3909,2.36,2.2989,6
invent,235,198,228,192,4.61,2.3729,2.36,2.2989,6
prayed,238,198,234,195,4.67,2.3784,2.36,2.2989,6
shaved,227,198,215,190,4.45,2.3579,2.36,2.2989,6
burial,242,197,229,187,4.75,2.3856,2.35,2.2967,6
sweaty,226,197,211,186,4.43,2.356,2.35,2.2967,6
tapped,228,197,221,195,4.47,2.3598,2.35,2.2967,6
bushes,249,196,241,192,4.88,2.3979,2.34,2.2945,6
gifted,229,196,216,188,4.49,2.3617,2.34,2.2945,6
global,321,196,242,167,6.29,2.5079,2.34,2.2945,6
pinned,231,196,221,189,4.53,2.3655,2.34,2.2945,6
remark,224,196,222,195,4.39,2.3522,2.34,2.2945,6
ambush,277,195,245,176,5.43,2.444,2.32,2.2923,6
hating,232,195,219,187,4.55,2.3674,2.32,2.2923,6
extent,207,194,206,193,4.06,2.3181,2.31,2.29,6
graves,304,194,211,158,5.96,2.4843,2.31,2.29,6
hanged,262,194,251,189,5.14,2.42,2.31,2.29,6
losses,239,194,236,194,4.69,2.3802,2.31,2.29,6
radius,224,194,222,193,4.39,2.3522,2.31,2.29,6
scrape,210,194,191,180,4.12,2.3243,2.31,2.29,6
shares,324,194,322,192,6.35,2.5119,2.31,2.29,6
addict,273,193,273,193,5.35,2.4378,2.3,2.2878,6
heroic,234,193,226,190,4.59,2.3711,2.3,2.2878,6
jewels,370,193,343,179,7.25,2.5694,2.3,2.2878,6
junkie,265,193,252,185,5.2,2.4249,2.3,2.2878,6
legacy,256,193,245,188,5.02,2.4099,2.3,2.2878,6
linked,219,193,218,192,4.29,2.3424,2.3,2.2878,6
roller,293,193,270,177,5.75,2.4683,2.3,2.2878,6
steals,223,193,214,185,4.37,2.3502,2.3,2.2878,6
traced,220,193,216,190,4.31,2.3444,2.3,2.2878,6
fierce,244,192,230,183,4.78,2.3892,2.29,2.2856,6
garlic,306,192,262,175,6,2.4871,2.29,2.2856,6
invest,241,192,231,186,4.73,2.3838,2.29,2.2856,6
sherry,705,192,117,84,13.82,2.8488,2.29,2.2856,6
warden,573,192,323,148,11.24,2.7589,2.29,2.2856,6
unload,235,191,198,170,4.61,2.3729,2.28,2.2833,6
whoops,228,191,37,30,4.47,2.3598,2.28,2.2833,6
chilly,220,190,195,178,4.31,2.3444,2.27,2.281,6
knocks,205,190,184,169,4.02,2.3139,2.27,2.281,6
orphan,293,190,272,178,5.75,2.4683,2.27,2.281,6
spooky,241,190,168,143,4.73,2.3838,2.27,2.281,6
diving,321,189,291,181,6.29,2.5079,2.25,2.2788,6
anchor,378,188,302,168,7.41,2.5786,2.24,2.2765,6
equals,234,188,230,185,4.59,2.3711,2.24,2.2765,6
lowest,225,188,211,181,4.41,2.3541,2.24,2.2765,6
resign,257,188,243,182,5.04,2.4116,2.24,2.2765,6
blouse,272,187,254,187,5.33,2.4362,2.23,2.2742,6
adding,205,186,194,175,4.02,2.3139,2.22,2.2718,6
grudge,226,186,220,181,4.43,2.356,2.22,2.2718,6
stroll,211,186,206,182,4.14,2.3263,2.22,2.2718,6
weasel,250,186,188,166,4.9,2.3997,2.22,2.2718,6
assets,260,185,254,185,5.1,2.4166,2.21,2.2695,6
endure,225,185,224,184,4.41,2.3541,2.21,2.2695,6
freely,215,185,209,180,4.22,2.3345,2.21,2.2695,6
reduce,219,185,199,172,4.29,2.3424,2.21,2.2695,6
rental,246,185,229,174,4.82,2.3927,2.21,2.2695,6
abused,231,184,226,181,4.53,2.3655,2.19,2.2672,6
bummer,212,184,115,105,4.16,2.3284,2.19,2.2672,6
morons,214,184,191,170,4.2,2.3324,2.19,2.2672,6
salmon,334,184,289,164,6.55,2.525,2.19,2.2672,6
sneaky,216,184,183,159,4.24,2.3365,2.19,2.2672,6
traded,222,184,207,175,4.35,2.3483,2.19,2.2672,6
butler,508,183,344,136,9.96,2.7067,2.18,2.2648,6
copper,336,183,242,161,6.59,2.5276,2.18,2.2648,6
ethics,273,182,250,168,5.35,2.4378,2.17,2.2625,6
newest,201,182,195,178,3.94,2.3054,2.17,2.2625,6
onions,289,182,263,174,5.67,2.4624,2.17,2.2625,6
artery,271,181,266,177,5.31,2.4346,2.16,2.2601,6
pigeon,301,181,257,164,5.9,2.48,2.16,2.2601,6
reject,216,181,203,174,4.24,2.3365,2.16,2.2601,6
risked,195,181,192,178,3.82,2.2923,2.16,2.2601,6
stoned,254,181,248,178,4.98,2.4065,2.16,2.2601,6
auntie,401,180,82,56,7.86,2.6042,2.15,2.2577,6
healed,220,180,215,177,4.31,2.3444,2.15,2.2577,6
scouts,279,180,141,93,5.47,2.4472,2.15,2.2577,6
buffet,226,179,212,167,4.43,2.356,2.13,2.2553,6
puppet,279,179,263,168,5.47,2.4472,2.13,2.2553,6
wolves,302,179,249,163,5.92,2.4814,2.13,2.2553,6
ankles,219,178,217,176,4.29,2.3424,2.12,2.2529,6
thumbs,238,178,215,165,4.67,2.3784,2.12,2.2529,6
hacked,215,177,119,100,4.22,2.3345,2.11,2.2504,6
melted,201,177,191,167,3.94,2.3054,2.11,2.2504,6
pegged,182,177,182,177,3.57,2.2625,2.11,2.2504,6
pilots,389,177,344,167,7.63,2.5911,2.11,2.2504,6
rookie,252,177,227,166,4.94,2.4031,2.11,2.2504,6
condom,263,176,249,170,5.16,2.4216,2.1,2.248,6
daring,214,175,191,164,4.2,2.3324,2.09,2.2455,6
grunts,356,175,291,143,6.98,2.5527,2.09,2.2455,6
videos,220,175,208,168,4.31,2.3444,2.09,2.2455,6
boxing,370,174,297,152,7.25,2.5694,2.07,2.243,6
cement,234,174,215,170,4.59,2.3711,2.07,2.243,6
chapel,406,174,240,136,7.96,2.6096,2.07,2.243,6
greasy,199,174,185,165,3.9,2.301,2.07,2.243,6
bundle,199,173,192,168,3.9,2.301,2.06,2.2405,6
poking,191,173,185,167,3.75,2.2833,2.06,2.2405,6
ruling,209,173,205,169,4.1,2.3222,2.06,2.2405,6
sharks,375,173,292,154,7.35,2.5752,2.06,2.2405,6
rigged,194,172,191,171,3.8,2.29,2.05,2.238,6
tackle,219,172,199,162,4.29,2.3424,2.05,2.238,6
trusts,189,172,189,172,3.71,2.2788,2.05,2.238,6
aspect,197,171,197,171,3.86,2.2967,2.04,2.2355,6
canned,214,171,198,158,4.2,2.3324,2.04,2.2355,6
snatch,199,171,180,157,3.9,2.301,2.04,2.2355,6
awaits,199,170,197,169,3.9,2.301,2.03,2.233,6
bounty,366,170,323,158,7.18,2.5647,2.03,2.233,6
sirens,241,170,191,145,4.73,2.3838,2.03,2.233,6
splash,215,170,179,151,4.22,2.3345,2.03,2.233,6
wrists,222,170,220,170,4.35,2.3483,2.03,2.233,6
aiming,193,169,190,167,3.78,2.2878,2.01,2.2304,6
apiece,202,169,196,165,3.96,2.3075,2.01,2.2304,6
enters,194,169,190,166,3.8,2.29,2.01,2.2304,6
origin,227,169,205,154,4.45,2.3579,2.01,2.2304,6
softly,241,169,201,139,4.73,2.3838,2.01,2.2304,6
ashore,317,168,311,166,6.22,2.5024,2,2.2279,6
errand,204,168,197,163,4,2.3118,2,2.2279,6
vanity,210,168,158,135,4.12,2.3243,2,2.2279,6
carved,197,167,187,158,3.86,2.2967,1.99,2.2253,6
finals,340,167,305,155,6.67,2.5328,1.99,2.2253,6
hunted,198,167,183,157,3.88,2.2989,1.99,2.2253,6
shoved,193,167,191,165,3.78,2.2878,1.99,2.2253,6
bosses,223,166,213,162,4.37,2.3502,1.98,2.2227,6
hooray,293,166,62,44,5.75,2.4683,1.98,2.2227,6
immune,221,166,216,164,4.33,2.3464,1.98,2.2227,6
forged,216,164,200,153,4.24,2.3365,1.96,2.2175,6
mixing,176,164,165,155,3.45,2.248,1.96,2.2175,6
richer,198,164,191,157,3.88,2.2989,1.96,2.2175,6
asylum,234,163,222,159,4.59,2.3711,1.94,2.2148,6
chores,214,163,208,161,4.2,2.3324,1.94,2.2148,6
honors,211,163,181,151,4.14,2.3263,1.94,2.2148,6
lively,207,163,169,149,4.06,2.3181,1.94,2.2148,6
pirate,375,163,305,144,7.35,2.5752,1.94,2.2148,6
shaped,181,163,177,160,3.55,2.2601,1.94,2.2148,6
stocks,208,163,192,149,4.08,2.3201,1.94,2.2148,6
boards,222,162,210,156,4.35,2.3483,1.93,2.2122,6
donkey,273,162,211,141,5.35,2.4378,1.93,2.2122,6
keeper,208,162,181,150,4.08,2.3201,1.93,2.2122,6
squash,223,162,201,150,4.37,2.3502,1.93,2.2122,6
devils,267,161,201,142,5.24,2.4281,1.92,2.2095,6
expand,178,161,166,152,3.49,2.2529,1.92,2.2095,6
sewing,198,161,183,149,3.88,2.2989,1.92,2.2095,6
smelly,211,161,188,154,4.14,2.3263,1.92,2.2095,6
banker,243,160,225,150,4.76,2.3874,1.91,2.2068,6
diaper,218,160,199,149,4.27,2.3404,1.91,2.2068,6
guinea,227,160,162,119,4.45,2.3579,1.91,2.2068,6
marker,267,160,225,140,5.24,2.4281,1.91,2.2068,6
select,180,160,149,139,3.53,2.2577,1.91,2.2068,6
tickle,245,160,187,140,4.8,2.3909,1.91,2.2068,6
whites,232,160,193,142,4.55,2.3674,1.91,2.2068,6
bonnie,696,159,31,9,13.65,2.8432,1.9,2.2041,6
caller,222,159,175,139,4.35,2.3483,1.9,2.2041,6
canvas,216,159,204,153,4.24,2.3365,1.9,2.2041,6
crowds,179,159,169,151,3.51,2.2553,1.9,2.2041,6
sketch,252,159,242,154,4.94,2.4031,1.9,2.2041,6
stains,198,159,197,158,3.88,2.2989,1.9,2.2041,6
thighs,196,159,192,156,3.84,2.2945,1.9,2.2041,6
warmer,184,159,168,151,3.61,2.2672,1.9,2.2041,6
weighs,178,159,173,155,3.49,2.2529,1.9,2.2041,6
awards,247,158,175,124,4.84,2.3945,1.88,2.2014,6
glance,175,158,167,150,3.43,2.2455,1.88,2.2014,6
stated,184,158,182,156,3.61,2.2672,1.88,2.2014,6
bugger,222,157,145,113,4.35,2.3483,1.87,2.1987,6
builds,179,157,170,148,3.51,2.2553,1.87,2.1987,6
faking,230,157,219,153,4.51,2.3636,1.87,2.1987,6
judged,206,157,202,156,4.04,2.316,1.87,2.1987,6
kitten,241,157,214,144,4.73,2.3838,1.87,2.1987,6
pearls,269,157,246,146,5.27,2.4314,1.87,2.1987,6
joints,195,156,190,153,3.82,2.2923,1.86,2.1959,6
licked,195,156,191,155,3.82,2.2923,1.86,2.1959,6
ribbon,258,156,230,143,5.06,2.4133,1.86,2.1959,6
uptown,246,156,198,140,4.82,2.3927,1.86,2.1959,6
runner,253,155,196,133,4.96,2.4048,1.85,2.1931,6
static,254,155,199,138,4.98,2.4065,1.85,2.1931,6
marble,266,154,194,146,5.22,2.4265,1.84,2.1903,6
muffin,297,154,239,135,5.82,2.4742,1.84,2.1903,6
shaken,169,154,141,134,3.31,2.2304,1.84,2.1903,6
velvet,320,154,167,127,6.27,2.5065,1.84,2.1903,6
atomic,249,153,212,132,4.88,2.3979,1.82,2.1875,6
midget,235,153,215,144,4.61,2.3729,1.82,2.1875,6
stored,169,153,169,153,3.31,2.2304,1.82,2.1875,6
survey,227,153,198,139,4.45,2.3579,1.82,2.1875,6
willow,318,153,48,35,6.24,2.5038,1.82,2.1875,6
carbon,267,152,216,132,5.24,2.4281,1.81,2.1847,6
employ,171,152,166,149,3.35,2.2355,1.81,2.1847,6
erased,199,152,194,148,3.9,2.301,1.81,2.1847,6
galaxy,339,152,232,137,6.65,2.5315,1.81,2.1847,6
layout,178,152,166,147,3.49,2.2529,1.81,2.1847,6
menace,190,152,163,134,3.73,2.281,1.81,2.1847,6
thirst,190,152,185,150,3.73,2.281,1.81,2.1847,6
beasts,190,151,178,142,3.73,2.281,1.8,2.1818,6
cheque,294,151,284,145,5.76,2.4698,1.8,2.1818,6
choked,175,151,166,143,3.43,2.2455,1.8,2.1818,6
fasten,190,151,114,92,3.73,2.281,1.8,2.1818,6
missus,197,151,171,135,3.86,2.2967,1.8,2.1818,6
obtain,190,151,184,148,3.73,2.281,1.8,2.1818,6
plasma,254,151,223,140,4.98,2.4065,1.8,2.1818,6
spared,169,151,161,147,3.31,2.2304,1.8,2.1818,6
barber,279,150,223,127,5.47,2.4472,1.79,2.179,6
betcha,186,150,166,140,3.65,2.2718,1.79,2.179,6
cranky,171,150,159,141,3.35,2.2355,1.79,2.179,6
lyrics,259,150,252,147,5.08,2.415,1.79,2.179,6
occurs,170,150,167,149,3.33,2.233,1.79,2.179,6
ranger,379,150,123,59,7.43,2.5798,1.79,2.179,6
righty,170,150,165,146,3.33,2.233,1.79,2.179,6
robber,239,150,213,144,4.69,2.3802,1.79,2.179,6
sailed,186,150,180,148,3.65,2.2718,1.79,2.179,6
screws,178,150,170,145,3.49,2.2529,1.79,2.179,6
trials,197,150,178,135,3.86,2.2967,1.79,2.179,6
allies,260,149,161,121,5.1,2.4166,1.78,2.1761,6
bricks,200,149,190,145,3.92,2.3032,1.78,2.1761,6
stamps,267,149,255,142,5.24,2.4281,1.78,2.1761,6
unpack,165,149,143,130,3.24,2.2201,1.78,2.1761,6
locals,185,148,168,137,3.63,2.2695,1.76,2.1732,6
rivers,271,148,124,100,5.31,2.4346,1.76,2.1732,6
seldom,167,148,157,140,3.27,2.2253,1.76,2.1732,6
stitch,381,148,171,137,7.47,2.5821,1.76,2.1732,6
tucked,158,148,148,139,3.1,2.2014,1.76,2.1732,6
banged,160,147,154,144,3.14,2.2068,1.75,2.1703,6
summon,197,147,167,129,3.86,2.2967,1.75,2.1703,6
vulgar,167,147,163,144,3.27,2.2253,1.75,2.1703,6
bombed,197,146,194,144,3.86,2.2967,1.74,2.1673,6
cutest,167,146,162,141,3.27,2.2253,1.74,2.1673,6
litter,200,146,177,135,3.92,2.3032,1.74,2.1673,6
medals,208,145,199,143,4.08,2.3201,1.73,2.1644,6
morale,210,145,188,134,4.12,2.3243,1.73,2.1644,6
partly,175,145,143,124,3.43,2.2455,1.73,2.1644,6
rifles,261,145,247,138,5.12,2.4183,1.73,2.1644,6
steaks,204,145,184,137,4,2.3118,1.73,2.1644,6
bitten,188,144,183,143,3.69,2.2765,1.72,2.1614,6
donate,203,144,189,133,3.98,2.3096,1.72,2.1614,6
infant,215,144,205,139,4.22,2.3345,1.72,2.1614,6
soaked,159,144,154,140,3.12,2.2041,1.72,2.1614,6
caviar,195,143,163,124,3.82,2.2923,1.7,2.1584,6
granny,430,143,106,75,8.43,2.6345,1.7,2.1584,6
mashed,188,143,154,124,3.69,2.2765,1.7,2.1584,6
posing,165,143,156,134,3.24,2.2201,1.7,2.1584,6
pumped,159,143,154,138,3.12,2.2041,1.7,2.1584,6
raging,165,143,140,123,3.24,2.2201,1.7,2.1584,6
saloon,262,143,227,127,5.14,2.42,1.7,2.1584,6
spinal,218,143,177,133,4.27,2.3404,1.7,2.1584,6
tailor,213,143,201,140,4.18,2.3304,1.7,2.1584,6
voting,241,143,229,134,4.73,2.3838,1.7,2.1584,6
enjoys,150,142,146,140,2.94,2.179,1.69,2.1553,6
hazard,197,142,156,131,3.86,2.2967,1.69,2.1553,6
impose,145,142,143,141,2.84,2.1644,1.69,2.1553,6
kisser,174,142,174,142,3.41,2.243,1.69,2.1553,6
pickle,235,142,188,129,4.61,2.3729,1.69,2.1553,6
rattle,172,142,158,130,3.37,2.238,1.69,2.1553,6
swings,180,142,173,140,3.53,2.2577,1.69,2.1553,6
intern,232,141,224,139,4.55,2.3674,1.68,2.1523,6
racist,246,141,236,138,4.82,2.3927,1.68,2.1523,6
shines,184,141,178,137,3.61,2.2672,1.68,2.1523,6
crummy,171,140,157,132,3.35,2.2355,1.67,2.1492,6
pupils,184,140,130,99,3.61,2.2672,1.67,2.1492,6
snacks,173,140,156,131,3.39,2.2405,1.67,2.1492,6
suited,152,140,151,139,2.98,2.1847,1.67,2.1492,6
autumn,193,139,140,104,3.78,2.2878,1.66,2.1461,6
charms,173,139,146,123,3.39,2.2405,1.66,2.1461,6
curfew,234,139,208,129,4.59,2.3711,1.66,2.1461,6
digest,168,139,85,79,3.29,2.2279,1.66,2.1461,6
groove,212,139,188,126,4.16,2.3284,1.66,2.1461,6
melody,337,139,174,114,6.61,2.5289,1.66,2.1461,6
stuffy,185,139,144,130,3.63,2.2695,1.66,2.1461,6
voodoo,243,139,191,120,4.76,2.3874,1.66,2.1461,6
baking,177,138,166,132,3.47,2.2504,1.65,2.143,6
blades,166,138,150,125,3.25,2.2227,1.65,2.143,6
fluids,167,138,160,135,3.27,2.2253,1.65,2.143,6
karate,386,138,304,115,7.57,2.5877,1.65,2.143,6
raving,161,138,154,135,3.16,2.2095,1.65,2.143,6
swords,220,138,206,128,4.31,2.3444,1.65,2.143,6
thrust,197,138,162,130,3.86,2.2967,1.65,2.143,6
angles,164,137,161,135,3.22,2.2175,1.63,2.1399,6
excess,156,137,147,131,3.06,2.1959,1.63,2.1399,6
napkin,184,137,170,130,3.61,2.2672,1.63,2.1399,6
vanish,163,137,142,127,3.2,2.2148,1.63,2.1399,6
vitals,184,137,134,111,3.61,2.2672,1.63,2.1399,6
learns,148,136,144,133,2.9,2.1732,1.62,2.1367,6
banner,302,135,127,98,5.92,2.4814,1.61,2.1335,6
buzzer,201,135,168,113,3.94,2.3054,1.61,2.1335,6
cinema,198,135,163,111,3.88,2.2989,1.61,2.1335,6
giants,223,135,102,76,4.37,2.3502,1.61,2.1335,6
saints,181,134,128,97,3.55,2.2601,1.6,2.1303,6
savior,173,134,112,94,3.39,2.2405,1.6,2.1303,6
seduce,176,134,157,127,3.45,2.248,1.6,2.1303,6
sensed,145,134,145,134,2.84,2.1644,1.6,2.1303,6
sniper,222,134,184,113,4.35,2.3483,1.6,2.1303,6
touchy,160,134,136,116,3.14,2.2068,1.6,2.1303,6
vagina,258,134,226,124,5.06,2.4133,1.6,2.1303,6
beacon,197,133,150,100,3.86,2.2967,1.59,2.1271,6
bikini,188,133,160,120,3.69,2.2765,1.59,2.1271,6
erotic,200,133,178,125,3.92,2.3032,1.59,2.1271,6
ghetto,282,133,238,127,5.53,2.4518,1.59,2.1271,6
laptop,177,133,173,131,3.47,2.2504,1.59,2.1271,6
stages,147,133,145,131,2.88,2.1703,1.59,2.1271,6
bruise,165,132,162,130,3.24,2.2201,1.57,2.1239,6
depths,158,132,154,129,3.1,2.2014,1.57,2.1239,6
lotion,166,132,163,131,3.25,2.2227,1.57,2.1239,6
pronto,145,132,108,102,2.84,2.1644,1.57,2.1239,6
runway,279,132,237,126,5.47,2.4472,1.57,2.1239,6
snappy,150,132,138,124,2.94,2.179,1.57,2.1239,6
typing,165,132,149,123,3.24,2.2201,1.57,2.1239,6
weirdo,162,132,144,120,3.18,2.2122,1.57,2.1239,6
bailed,144,131,138,126,2.82,2.1614,1.56,2.1206,6
bumper,181,131,160,119,3.55,2.2601,1.56,2.1206,6
cosmic,184,131,161,118,3.61,2.2672,1.56,2.1206,6
filter,162,131,152,124,3.18,2.2122,1.56,2.1206,6
retard,201,131,184,125,3.94,2.3054,1.56,2.1206,6
senate,331,131,66,31,6.49,2.5211,1.56,2.1206,6
