"","cue","n_resp","resp","count"
"4405","stink",26,"cloud",1
"6404","stink",26,"filth",1
"7406","stink",26,"frown",1
"9399","stink",26,"funky",1
"12407","stink",26,"humor",1
"13387","stink",26,"idiot",1
"14373","stink",26,"raise",1
"17336","stink",26,"Snell",1
"20266","stink",26,"think",1
"21285","stink",26,"trash",1
"22248","stink",26,"uncle",1
"24185","stink",26,"water",1
"25162","stink",26,"whiff",1
"26140","stink",26,"whole",1
"5405","smash",31,"break",28
"9401","smash",31,"crash",15
"10402","smash",31,"crush",11
"15363","smash",31,"glass",8
"29100","smash",31,"super",6
"11583","smash",31,"anger",4
"24187","smash",31,"music",2
"21007","smash",31,"atoms",1
"3454","smash",31,"brawl",1
"4407","smash",31,"bread",1
"6406","smash",31,"broke",1
"7408","smash",31,"bros.",1
"8403","smash",31,"crack",1
"11584","smash",31,"drunk",1
"12409","smash",31,"field",1
"13389","smash",31,"force",1
"14375","smash",31,"given",1
"16356","smash",31,"great",1
"17338","smash",31,"green",1
"18313","smash",31,"happy",1
"19288","smash",31,"hymen",1
"20268","smash",31,"intro",1
"21287","smash",31,"Mario",1
"22250","smash",31,"melee",1
"23210","smash",31,"mouth",1
"25163","smash",31,"pound",1
"26141","smash",31,"punch",1
"27122","smash",31,"smack",1
"28110","smash",31,"speed",1
"3049","smash",31,"train",1
"31126","smash",31,"wreck",1
"8404","chasm",26,"cliff",7
"11585","chasm",26,"abyss",6
"23211","chasm",26,"space",5
"12410","chasm",26,"empty",4
"3455","chasm",26,"black",2
"10403","chasm",26,"crack",2
"15364","chasm",26,"gorge",2
"17339","chasm",26,"great",2
"22251","chasm",26,"scary",2
"21008","chasm",26,"apart",1
"4408","chasm",26,"break",1
"5406","chasm",26,"canon",1
"6407","chasm",26,"charm",1
"9402","chasm",26,"climb",1
"11586","chasm",26,"death",1
"13390","chasm",26,"fiery",1
"14376","chasm",26,"fjord",1
"16357","chasm",26,"grand",1
"18314","chasm",26,"heart",1
"19289","chasm",26,"learn",1
"20269","chasm",26,"quake",1
"21288","chasm",26,"river",1
"24188","chasm",26,"spasm",1
"25164","chasm",26,"steep",1
"26142","chasm",26,"teach",1
"27123","chasm",26,"twine",1
"27124","faith",29,"trust",11
"4409","faith",29,"blind",5
"21009","faith",29,"based",3
"8405","faith",29,"cross",3
"3456","faith",29,"Bible",2
"10404","faith",29,"false",2
"15365","faith",29,"Jesus",2
"16358","faith",29,"light",2
"21289","faith",29,"peace",2
"11587","faith",29,"angel",1
"5407","faith",29,"bread",1
"6408","faith",29,"Buffy",1
"7409","faith",29,"creed",1
"9403","faith",29,"dogma",1
"11588","faith",29,"grace",1
"12411","faith",29,"guess",1
"13391","faith",29,"heart",1
"14377","faith",29,"Islam",1
"17340","faith",29,"metal",1
"18315","faith",29,"money",1
"19290","faith",29,"music",1
"20270","faith",29,"naive",1
"22252","faith",29,"photo",1
"23212","faith",29,"sheep",1
"24189","faith",29,"smile",1
"25165","faith",29,"solid",1
"26143","faith",29,"story",1
"28111","faith",29,"truth",1
"29101","faith",29,"white",1
"12413","buggy",30,"horse",23
"28112","buggy",30,"wagon",4
"14379","buggy",30,"itchy",3
"21011","buggy",30,"beach",2
"6410","buggy",30,"crazy",2
"9405","buggy",30,"error",2
"13393","buggy",30,"humid",2
"29102","buggy",30,"wheel",2
"11590","buggy",30,"Amish",1
"3458","buggy",30,"chair",1
"4412","buggy",30,"civil",1
"5409","buggy",30,"coils",1
"7411","buggy",30,"crowd",1
"8407","buggy",30,"Dolly",1
"10406","buggy",30,"green",1
"11591","buggy",30,"gross",1
"15367","buggy",30,"juice",1
"16360","buggy",30,"lousy",1
"17342","buggy",30,"marsh",1
"18316","buggy",30,"movie",1
"19291","buggy",30,"night",1
"20271","buggy",30,"pests",1
"21290","buggy",30,"punch",1
"22253","buggy",30,"ready",1
"23213","buggy",30,"smell",1
"24190","buggy",30,"speed",1
"25166","buggy",30,"spoil",1
"26144","buggy",30,"tippy",1
"27125","buggy",30,"virus",1
"3050","buggy",30,"wrong",1
"3461","slave",30,"black",35
"25167","slave",30,"south",6
"3051","slave",30,"wrong",5
"21291","slave",30,"owner",4
"15370","slave",30,"labor",3
"7414","slave",30,"chain",2
"9408","slave",30,"Egypt",2
"19292","slave",30,"Negro",2
"20272","slave",30,"owned",2
"23214","slave",30,"Roman",2
"28113","slave",30,"trade",2
"11596","slave",30,"abuse",1
"21014","slave",30,"awful",1
"4415","slave",30,"bound",1
"5412","slave",30,"cabin",1
"6413","slave",30,"cable",1
"8410","slave",30,"class",1
"10409","slave",30,"exile",1
"11597","slave",30,"Greek",1
"12416","slave",30,"heavy",1
"13396","slave",30,"human",1
"14382","slave",30,"Irish",1
"16362","slave",30,"money",1
"17344","slave",30,"Moses",1
"18318","slave",30,"naked",1
"22254","slave",30,"robot",1
"24191","slave",30,"shame",1
"26145","slave",30,"story",1
"27126","slave",30,"sweat",1
"29103","slave",30,"vowel",1
"21015","looks",27,"books",3
"18319","looks",27,"seems",3
"19293","looks",27,"sight",3
"3462","looks",27,"charm",2
"9409","looks",27,"gazes",2
"11598","looks",27,"begin",1
"4416","looks",27,"chewy",1
"5413","looks",27,"cover",1
"6414","looks",27,"feels",1
"7415","looks",27,"finds",1
"8411","looks",27,"focus",1
"10410","looks",27,"green",1
"11599","looks",27,"hears",1
"12417","looks",27,"hooks",1
"13397","looks",27,"image",1
"14383","looks",27,"makes",1
"15371","looks",27,"model",1
"16363","looks",27,"obese",1
"17345","looks",27,"peeks",1
"20273","looks",27,"silly",1
"21292","looks",27,"smile",1
"22255","looks",27,"style",1
"23215","looks",27,"sulky",1
"24192","looks",27,"tells",1
"25168","looks",27,"views",1
"26146","looks",27,"wants",1
"27127","looks",27,"woman",1
"15372","slash",31,"knife",22
"3463","slash",31,"blood",7
"25169","slash",31,"slice",6
"29104","slash",31,"sword",6
"3052","slash",31,"tires",6
"19294","slash",31,"price",3
"6415","slash",31,"comma",2
"23216","slash",31,"sever",2
"24193","slash",31,"sharp",2
"31127","slash",31,"wound",2
"11600","slash",31,"blade",1
"21016","slash",31,"bleed",1
"4417","slash",31,"clash",1
"5414","slash",31,"claws",1
"7416","slash",31,"crops",1
"8412","slash",31,"drink",1
"9410","slash",31,"fight",1
"10411","slash",31,"gouge",1
"11601","slash",31,"grass",1
"12418","slash",31,"green",1
"13398","slash",31,"harsh",1
"14384","slash",31,"Jason",1
"16364","slash",31,"movie",1
"17346","slash",31,"music",1
"18320","slash",31,"other",1
"20274","slash",31,"queer",1
"21293","slash",31,"razor",1
"22256","slash",31,"scary",1
"26147","slash",31,"slush",1
"27128","slash",31,"swing",1
"28114","slash",31,"swipe",1
"19295","lines",39,"paper",16
"12419","lines",39,"graph",3
"3814","lines",39,"white",3
"5415","lines",39,"curve",2
"26148","lines",39,"ruler",2
"29105","lines",39,"shape",2
"3520","lines",39,"store",2
"3619","lines",39,"train",2
"11602","lines",39,"black",1
"21017","lines",39,"brown",1
"3464","lines",39,"chart",1
"4418","lines",39,"color",1
"6416","lines",39,"dines",1
"7417","lines",39,"drawn",1
"8413","lines",39,"earth",1
"9411","lines",39,"edges",1
"10412","lines",39,"exact",1
"11603","lines",39,"fines",1
"13399","lines",39,"guide",1
"14385","lines",39,"image",1
"15373","lines",39,"learn",1
"16365","lines",39,"liner",1
"17347","lines",39,"mines",1
"18321","lines",39,"paint",1
"20275","lines",39,"paths",1
"21294","lines",39,"photo",1
"22257","lines",39,"plane",1
"23217","lines",39,"poems",1
"24194","lines",39,"queue",1
"25170","lines",39,"rails",1
"27129","lines",39,"rules",1
"28115","lines",39,"scene",1
"3053","lines",39,"sharp",1
"31128","lines",39,"sleep",1
"32114","lines",39,"spots",1
"33103","lines",39,"staff",1
"3465","lines",39,"stage",1
"3717","lines",39,"which",1
"3912","lines",39,"words",1
"15376","upper",26,"lower",39
"5418","upper",26,"class",20
"11608","upper",26,"above",11
"7420","upper",26,"crust",10
"24195","upper",26,"teeth",9
"13402","upper",26,"level",8
"11609","upper",26,"floor",6
"10415","upper",26,"first",2
"19297","upper",26,"shelf",2
"21020","upper",26,"attic",1
"3468","upper",26,"bound",1
"4421","upper",26,"caste",1
"6419","upper",26,"Craig",1
"8416","upper",26,"drugs",1
"9414","upper",26,"fancy",1
"12422","upper",26,"layer",1
"14388","upper",26,"limit",1
"16367","upper",26,"perky",1
"17349","upper",26,"place",1
"18323","upper",26,"reach",1
"20276","upper",26,"shoes",1
"21295","upper",26,"sixth",1
"22258","upper",26,"stall",1
"23218","upper",26,"story",1
"25171","upper",26,"torso",1
"27130","upper",26,"world",1
"16374","smack",26,"punch",10
"26149","smack",26,"whack",8
"4428","smack",26,"child",7
"7427","smack",26,"drugs",5
"6426","smack",26,"crack",4
"21027","smack",26,"bitch",2
"14395","smack",26,"noise",2
"21299","smack",26,"sound",2
"24196","smack",26,"sugar",2
"11622","smack",26,"abuse",1
"3475","smack",26,"cheek",1
"5425","smack",26,"comic",1
"8423","smack",26,"fight",1
"9421","smack",26,"funny",1
"10422","smack",26,"group",1
"11623","smack",26,"hurts",1
"12429","smack",26,"juicy",1
"13409","smack",26,"mouth",1
"15383","smack",26,"plant",1
"17356","smack",26,"sleep",1
"18329","smack",26,"small",1
"19303","smack",26,"smock",1
"20280","smack",26,"snack",1
"22259","smack",26,"spoon",1
"23219","smack",26,"stick",1
"25172","smack",26,"voice",1
"5427","storm",27,"cloud",15
"14397","storm",27,"night",4
"23221","storm",27,"windy",4
"11626","storm",27,"anger",3
"10424","storm",27,"front",3
"3477","storm",27,"chase",2
"8425","storm",27,"drain",2
"26150","storm",27,"X-Men",2
"21029","storm",27,"blitz",1
"4430","storm",27,"clash",1
"6428","storm",27,"could",1
"7429","storm",27,"crock",1
"9423","storm",27,"field",1
"11627","storm",27,"heard",1
"12431","storm",27,"light",1
"13411","storm",27,"mason",1
"15385","storm",27,"ocean",1
"16376","storm",27,"opera",1
"17358","storm",27,"peace",1
"18331","storm",27,"rider",1
"19305","storm",27,"rogue",1
"20282","storm",27,"track",1
"21301","storm",27,"trees",1
"22261","storm",27,"watch",1
"24197","storm",27,"wrath",1
"25173","storm",27,"x-men",1
"27131","storm",27,"Zelda",1
"21030","March",26,"April",28
"13412","March",26,"month",26
"14398","March",26,"music",3
"22262","March",26,"stomp",3
"16377","March",26,"peace",2
"11628","March",26,"along",1
"3478","March",26,"boots",1
"4431","March",26,"break",1
"5428","March",26,"court",1
"6429","March",26,"crowd",1
"7430","March",26,"death",1
"8426","March",26,"drums",1
"9424","March",26,"flood",1
"10425","March",26,"knees",1
"11629","March",26,"large",1
"12432","March",26,"marsh",1
"15386","March",26,"order",1
"17359","March",26,"queue",1
"18332","March",26,"roars",1
"19306","March",26,"route",1
"20283","March",26,"sheep",1
"21302","March",26,"stamp",1
"23222","March",26,"storm",1
"24198","March",26,"swamp",1
"25174","March",26,"winds",1
"26151","March",26,"windy",1
"5429","fresh",38,"clean",22
"14399","fresh",38,"fruit",19
"31129","fresh",38,"smell",8
"9425","fresh",38,"crisp",7
"3620","fresh",38,"water",6
"29106","fresh",38,"salad",3
"4432","fresh",38,"bread",2
"6430","fresh",38,"clear",2
"10426","fresh",38,"daisy",2
"17360","fresh",38,"green",2
"22263","fresh",38,"lemon",2
"33104","fresh",38,"start",2
"3815","fresh",38,"young",2
"11630","fresh",38,"alert",1
"21031","fresh",38,"alive",1
"3479","fresh",38,"awake",1
"7431","fresh",38,"color",1
"8427","fresh",38,"cream",1
"11631","fresh",38,"drops",1
"12433","fresh",38,"early",1
"13413","fresh",38,"faces",1
"15387","fresh",38,"funky",1
"16378","fresh",38,"Greek",1
"18333","fresh",38,"hands",1
"19307","fresh",38,"ideas",1
"20284","fresh",38,"juice",1
"21303","fresh",38,"juicy",1
"23223","fresh",38,"linen",1
"24199","fresh",38,"lippy",1
"25175","fresh",38,"mouth",1
"26152","fresh",38,"nasty",1
"27132","fresh",38,"peach",1
"28116","fresh",38,"perky",1
"3054","fresh",38,"scent",1
"32115","fresh",38,"stale",1
"3480","fresh",38,"tasty",1
"3521","fresh",38,"teeth",1
"3718","fresh",38,"white",1
"25176","moral",32,"story",15
"22266","moral",32,"right",11
"3055","moral",32,"truth",6
"4435","moral",32,"ethic",2
"7434","moral",32,"fiber",2
"15390","moral",32,"issue",2
"32116","moral",32,"wrong",2
"11636","moral",32,"alert",1
"21034","moral",32,"beard",1
"3483","moral",32,"brain",1
"5432","moral",32,"fable",1
"6433","moral",32,"feral",1
"8430","moral",32,"field",1
"9428","moral",32,"greed",1
"10429","moral",32,"guilt",1
"11637","moral",32,"happy",1
"12436","moral",32,"honor",1
"13416","moral",32,"ideal",1
"14402","moral",32,"ideas",1
"16381","moral",32,"Jesus",1
"17363","moral",32,"karma",1
"18336","moral",32,"major",1
"19310","moral",32,"moron",1
"20287","moral",32,"music",1
"21306","moral",32,"Plato",1
"23226","moral",32,"rules",1
"24201","moral",32,"stiff",1
"26153","moral",32,"theme",1
"27133","moral",32,"think",1
"28117","moral",32,"times",1
"29107","moral",32,"tooth",1
"31130","moral",32,"value",1
"9430","anger",25,"frown",4
"24202","anger",25,"upset",4
"3485","anger",25,"black",2
"17365","anger",25,"shout",2
"11640","anger",25,"angry",1
"21036","anger",25,"bitch",1
"4437","anger",25,"cross",1
"5434","anger",25,"cruel",1
"6435","anger",25,"fight",1
"7436","anger",25,"force",1
"8432","anger",25,"forte",1
"10431","anger",25,"growl",1
"11641","anger",25,"happy",1
"12438","anger",25,"harsh",1
"13418","anger",25,"Homer",1
"14404","anger",25,"nasty",1
"15392","anger",25,"punch",1
"16383","anger",25,"shake",1
"18338","anger",25,"sorry",1
"19312","anger",25,"spite",1
"20288","anger",25,"steam",1
"21307","anger",25,"stern",1
"22267","anger",25,"sweet",1
"23227","anger",25,"truth",1
"25177","anger",25,"weird",1
"29108","girls",33,"women",25
"31131","girls",33,"young",10
"8435","girls",33,"dolls",4
"21039","girls",33,"boobs",3
"13421","girls",33,"happy",2
"22270","girls",33,"smart",2
"32117","girls",33,"youth",2
"11645","girls",33,"babes",1
"3488","girls",33,"candy",1
"4440","girls",33,"chick",1
"5437","girls",33,"child",1
"6438","girls",33,"color",1
"7439","girls",33,"dance",1
"9433","girls",33,"drama",1
"10434","girls",33,"dress",1
"11646","girls",33,"fancy",1
"12441","girls",33,"group",1
"14407","girls",33,"Lydia",1
"15395","girls",33,"money",1
"16386","girls",33,"other",1
"17368","girls",33,"power",1
"18341","girls",33,"shoes",1
"19315","girls",33,"silly",1
"20291","girls",33,"skirt",1
"21310","girls",33,"small",1
"23230","girls",33,"smile",1
"24204","girls",33,"socks",1
"25178","girls",33,"sweet",1
"26154","girls",33,"teens",1
"27134","girls",33,"tough",1
"28118","girls",33,"woman",1
"3056","girls",33,"world",1
"33105","girls",33,"yucky",1
"25179","plain",26,"white",14
"5438","plain",26,"bland",11
"12442","plain",26,"field",7
"11647","plain",26,"empty",5
"3489","plain",26,"bagel",4
"7440","plain",26,"bread",4
"4441","plain",26,"basic",2
"6439","plain",26,"blank",2
"8436","plain",26,"clean",2
"14408","plain",26,"grass",2
"15396","plain",26,"great",2
"16387","plain",26,"paper",2
"20292","plain",26,"sight",2
"21311","plain",26,"Spain",2
"24205","plain",26,"wheat",2
"11648","plain",26,"Amish",1
"21040","plain",26,"apron",1
"9434","plain",26,"clear",1
"10435","plain",26,"dress",1
"13422","plain",26,"flour",1
"17369","plain",26,"plane",1
"18342","plain",26,"Poppy",1
"19316","plain",26,"river",1
"22271","plain",26,"ultra",1
"23231","plain",26,"usual",1
"26155","plain",26,"woman",1
"21312","mouth",26,"teeth",35
"20293","mouth",26,"taste",7
"18343","mouth",26,"speak",4
"26156","mouth",26,"words",4
"15397","mouth",26,"river",3
"17370","mouth",26,"smile",3
"8437","mouth",26,"dirty",2
"11649","mouth",26,"agape",1
"21041","mouth",26,"anger",1
"3490","mouth",26,"brush",1
"4442","mouth",26,"candy",1
"5439","mouth",26,"cheek",1
"6440","mouth",26,"chest",1
"7441","mouth",26,"dance",1
"9435","mouth",26,"moist",1
"10436","mouth",26,"motor",1
"11650","mouth",26,"mouse",1
"12443","mouth",26,"organ",1
"13423","mouth",26,"pants",1
"14409","mouth",26,"penis",1
"16388","mouth",26,"smell",1
"19317","mouth",26,"sweet",1
"22272","mouth",26,"tooth",1
"23232","mouth",26,"ulcer",1
"24206","mouth",26,"vocal",1
"25180","mouth",26,"water",1
"6441","tooth",28,"fairy",21
"5440","tooth",28,"decay",18
"21042","tooth",28,"brush",15
"28119","tooth",28,"white",14
"15398","tooth",28,"mouth",13
"16389","tooth",28,"paste",8
"13424","tooth",28,"loose",4
"14410","tooth",28,"molar",4
"25181","tooth",28,"teeth",3
"10437","tooth",28,"floss",2
"20294","tooth",28,"sharp",2
"21313","tooth",28,"shiny",2
"24207","tooth",28,"sweet",2
"11651","tooth",28,"booth",1
"3491","tooth",28,"clean",1
"4443","tooth",28,"cream",1
"7442","tooth",28,"false",1
"8438","tooth",28,"fight",1
"9436","tooth",28,"first",1
"11652","tooth",28,"front",1
"12444","tooth",28,"grill",1
"17371","tooth",28,"ridge",1
"18344","tooth",28,"saber",1
"19318","tooth",28,"Sabra",1
"22273","tooth",28,"smile",1
"23233","tooth",28,"stain",1
"26157","tooth",28,"tiger",1
"27135","tooth",28,"truth",1
"14417","stock",27,"money",16
"3499","stock",27,"bonds",10
"24210","stock",27,"store",4
"4451","stock",27,"broth",3
"8446","stock",27,"goods",3
"16396","stock",27,"photo",2
"21318","stock",27,"shelf",2
"23237","stock",27,"stalk",2
"26158","stock",27,"trade",2
"11667","stock",27,"arrow",1
"21050","stock",27,"basic",1
"5448","stock",27,"check",1
"6449","stock",27,"claim",1
"7450","stock",27,"genus",1
"9444","stock",27,"graph",1
"10444","stock",27,"gravy",1
"11668","stock",27,"hoard",1
"12452","stock",27,"house",1
"13431","stock",27,"items",1
"15405","stock",27,"paper",1
"17378","stock",27,"ranch",1
"18350","stock",27,"rifle",1
"19324","stock",27,"share",1
"20300","stock",27,"sheet",1
"22278","stock",27,"shock",1
"25183","stock",27,"think",1
"27136","stock",27,"value",1
"27137","socks",34,"shoes",49
"34100","socks",34,"white",8
"11669","socks",34,"dirty",6
"3500","socks",34,"black",4
"13432","socks",34,"fuzzy",3
"22279","socks",34,"pairs",3
"23238","socks",34,"pants",3
"5449","socks",34,"boots",2
"7451","socks",34,"clean",2
"17379","socks",34,"holes",2
"3057","socks",34,"stink",2
"31132","socks",34,"sweat",2
"11670","socks",34,"ankle",1
"21051","socks",34,"belts",1
"4452","socks",34,"blows",1
"6450","socks",34,"chair",1
"8447","socks",34,"cloth",1
"9445","socks",34,"cocks",1
"10445","socks",34,"comfy",1
"12453","socks",34,"floor",1
"14418","socks",34,"green",1
"15406","socks",34,"heels",1
"16397","socks",34,"Hindu",1
"18351","socks",34,"jocks",1
"19325","socks",34,"laces",1
"20301","socks",34,"maybe",1
"21319","socks",34,"mocks",1
"24211","socks",34,"plaid",1
"25184","socks",34,"punch",1
"26159","socks",34,"rocks",1
"28120","socks",34,"smell",1
"29109","socks",34,"sport",1
"32118","socks",34,"thick",1
"33106","socks",34,"weave",1
"21054","juice",25,"apple",40
"8450","juice",25,"fruit",22
"6453","juice",25,"drink",18
"10448","juice",25,"grape",8
"21320","juice",25,"sweet",6
"9448","juice",25,"glass",4
"12456","juice",25,"juicy",4
"13435","juice",25,"lemon",3
"24212","juice",25,"water",3
"11675","juice",25,"jambs",2
"14420","juice",25,"loose",2
"15408","juice",25,"mango",2
"20302","juice",25,"sugar",2
"11676","juice",25,"acids",1
"3503","juice",25,"berry",1
"4455","juice",25,"cheat",1
"5452","juice",25,"child",1
"7454","juice",25,"fresh",1
"16398","juice",25,"mixer",1
"17380","juice",25,"Samba",1
"18352","juice",25,"semen",1
"19326","juice",25,"straw",1
"22280","juice",25,"tasty",1
"23239","juice",25,"vital",1
"25185","juice",25,"yummy",1
"29110","grain",31,"wheat",49
"4456","grain",31,"bread",18
"31133","grain",31,"whole",9
"10449","grain",31,"field",6
"9449","grain",31,"fiber",4
"23240","grain",31,"small",4
"28121","grain",31,"truth",3
"11677","grain",31,"amber",2
"11678","grain",31,"flour",2
"13436","grain",31,"grass",2
"21321","grain",31,"pasta",2
"21055","grain",31,"beige",1
"3504","grain",31,"brain",1
"5453","grain",31,"brown",1
"6454","grain",31,"cloth",1
"7455","grain",31,"deign",1
"8451","grain",31,"donut",1
"12457","grain",31,"grape",1
"14421","grain",31,"green",1
"15409","grain",31,"grind",1
"16399","grain",31,"hf cs",1
"17381","grain",31,"horse",1
"18353","grain",31,"Maine",1
"19327","grain",31,"metal",1
"20303","grain",31,"multi",1
"22281","grain",31,"plant",1
"24213","grain",31,"Spain",1
"25186","grain",31,"speck",1
"26160","grain",31,"stain",1
"27138","grain",31,"table",1
"3058","grain",31,"white",1
"18354","waves",27,"ocean",58
"26161","waves",27,"water",25
"21056","waves",27,"beach",15
"24214","waves",27,"sound",13
"15410","waves",27,"light",6
"14422","waves",27,"hello",4
"20304","waves",27,"radio",3
"8452","waves",27,"froth",2
"23241","waves",27,"shore",2
"25187","waves",27,"tides",2
"11679","waves",27,"amber",1
"3505","waves",27,"boats",1
"4457","waves",27,"catch",1
"5454","waves",27,"clown",1
"6455","waves",27,"crest",1
"7456","waves",27,"curly",1
"9450","waves",27,"gamma",1
"10450","waves",27,"grain",1
"11680","waves",27,"green",1
"12458","waves",27,"hands",1
"13437","waves",27,"happy",1
"16400","waves",27,"micro",1
"17382","waves",27,"noise",1
"19328","waves",27,"pulse",1
"21322","waves",27,"rolls",1
"22282","waves",27,"rough",1
"27139","waves",27,"whale",1
"32119","freak",33,"weird",30
"11689","freak",33,"alone",3
"4462","freak",33,"crazy",3
"6460","freak",33,"dance",2
"14427","freak",33,"idiot",2
"21061","freak",33,"black",1
"3522","freak",33,"bully",1
"5459","freak",33,"creep",1
"7461","freak",33,"feral",1
"8457","freak",33,"fluke",1
"9455","freak",33,"gamer",1
"10455","freak",33,"green",1
"11690","freak",33,"gross",1
"12463","freak",33,"happy",1
"13441","freak",33,"Harry",1
"15415","freak",33,"joker",1
"16405","freak",33,"kinky",1
"17387","freak",33,"leash",1
"18357","freak",33,"loser",1
"19331","freak",33,"panic",1
"20305","freak",33,"queer",1
"21323","freak",33,"scary",1
"22283","freak",33,"smile",1
"23242","freak",33,"snake",1
"24215","freak",33,"spike",1
"25188","freak",33,"stamp",1
"26162","freak",33,"storm",1
"27140","freak",33,"super",1
"28122","freak",33,"treat",1
"29111","freak",33,"trick",1
"3059","freak",33,"wacko",1
"31134","freak",33,"water",1
"33107","freak",33,"woods",1
"22285","yummy",25,"tasty",40
"24216","yummy",25,"tummy",15
"21065","yummy",25,"candy",8
"21325","yummy",25,"taste",6
"17391","yummy",25,"mummy",4
"11697","yummy",25,"bacon",2
"13445","yummy",25,"gummy",2
"14431","yummy",25,"happy",2
"20308","yummy",25,"sweet",2
"23243","yummy",25,"treat",2
"3526","yummy",25,"chewy",1
"4466","yummy",25,"chips",1
"5463","yummy",25,"court",1
"6464","yummy",25,"cream",1
"7465","yummy",25,"dicks",1
"8461","yummy",25,"dummy",1
"9459","yummy",25,"fresh",1
"10459","yummy",25,"fruit",1
"11698","yummy",25,"gooey",1
"12467","yummy",25,"gross",1
"15419","yummy",25,"juice",1
"16409","yummy",25,"mouth",1
"18361","yummy",25,"pizza",1
"19334","yummy",25,"sugar",1
"25189","yummy",25,"water",1
"18363","fraud",33,"money",20
"5465","fraud",33,"cheat",19
"8463","fraud",33,"crime",9
"25190","fraud",33,"steal",8
"29112","fraud",33,"thief",6
"7467","fraud",33,"court",4
"28123","fraud",33,"theft",4
"31135","fraud",33,"trick",4
"21067","fraud",33,"banks",2
"11701","fraud",33,"false",2
"16411","fraud",33,"lying",2
"19336","fraud",33,"phony",2
"20309","fraud",33,"Ponzi",2
"23244","fraud",33,"shame",2
"33108","fraud",33,"wrong",2
"11702","fraud",33,"abuse",1
"3528","fraud",33,"bogus",1
"4468","fraud",33,"cheap",1
"6466","fraud",33,"check",1
"9461","fraud",33,"crook",1
"10461","fraud",33,"faker",1
"12469","fraud",33,"freud",1
"13447","fraud",33,"Freud",1
"14433","fraud",33,"greed",1
"15421","fraud",33,"libel",1
"17393","fraud",33,"maude",1
"21326","fraud",33,"prank",1
"22286","fraud",33,"shady",1
"24217","fraud",33,"squad",1
"26163","fraud",33,"stuff",1
"27141","fraud",33,"taxes",1
"3060","fraud",33,"trial",1
"32120","fraud",33,"waste",1
"28124","bread",30,"wheat",26
"26164","bread",30,"toast",11
"29113","bread",30,"white",11
"18364","bread",30,"money",8
"9462","bread",30,"flour",7
"3061","bread",30,"yeast",7
"27142","bread",30,"water",5
"7468","bread",30,"crust",4
"8464","bread",30,"dough",4
"12470","bread",30,"grain",4
"21327","bread",30,"slice",4
"6467","bread",30,"brown",3
"15422","bread",30,"knife",3
"4469","bread",30,"board",2
"14434","bread",30,"jelly",2
"11703","bread",30,"apple",1
"21068","bread",30,"baked",1
"3529","bread",30,"basic",1
"5466","bread",30,"break",1
"10462","bread",30,"fresh",1
"11704","bread",30,"Fresh",1
"13448","bread",30,"happy",1
"16412","bread",30,"lunch",1
"17394","bread",30,"manna",1
"19337","bread",30,"plain",1
"20310","bread",30,"rolls",1
"22287","bread",30,"smell",1
"23245","bread",30,"staff",1
"24218","bread",30,"store",1
"25191","bread",30,"tasty",1
"9463","nasty",25,"gross",22
"6468","nasty",25,"dirty",19
"15423","nasty",25,"smell",4
"4470","nasty",25,"cruel",3
"19338","nasty",25,"taste",2
"11705","nasty",25,"awful",1
"21069","nasty",25,"balls",1
"3530","nasty",25,"candy",1
"5467","nasty",25,"devil",1
"7469","nasty",25,"girls",1
"8465","nasty",25,"green",1
"10463","nasty",25,"habit",1
"11706","nasty",25,"pasty",1
"12471","nasty",25,"petty",1
"13449","nasty",25,"rough",1
"14435","nasty",25,"small",1
"16413","nasty",25,"Snook",1
"17395","nasty",25,"sting",1
"18365","nasty",25,"stink",1
"20311","nasty",25,"tasty",1
"21328","nasty",25,"whore",1
"22288","nasty",25,"windy",1
"23246","nasty",25,"women",1
"24219","nasty",25,"wound",1
"25192","nasty",25,"yucky",1
"16415","bully",30,"fight",4
"19340","bully",30,"horns",3
"3532","bully",30,"anger",2
"4472","bully",30,"angry",2
"9465","bully",30,"child",2
"10465","bully",30,"cruel",2
"11709","bully",30,"cuber",2
"21329","bully",30,"nasty",2
"22289","bully",30,"power",2
"24220","bully",30,"pushy",2
"25193","bully",30,"shove",2
"11710","bully",30,"abuse",1
"21071","bully",30,"alone",1
"5469","bully",30,"berry",1
"6470","bully",30,"Billy",1
"7471","bully",30,"bossy",1
"8467","bully",30,"cheer",1
"12473","bully",30,"curly",1
"13451","bully",30,"devil",1
"14437","bully",30,"don't",1
"15425","bully",30,"fiend",1
"17397","bully",30,"girls",1
"18367","bully",30,"gully",1
"20313","bully",30,"idiot",1
"23247","bully",30,"punch",1
"26165","bully",30,"swing",1
"27143","bully",30,"tease",1
"28125","bully",30,"thick",1
"29114","bully",30,"tough",1
"3062","bully",30,"wooly",1
"26166","cream",26,"white",18
"20314","cream",26,"sweet",5
"6471","cream",26,"dairy",3
"25194","cream",26,"wheat",3
"3533","cream",26,"color",2
"12474","cream",26,"heavy",2
"18368","cream",26,"sugar",2
"22290","cream",26,"thick",2
"11711","cream",26,"beige",1
"21072","cream",26,"blend",1
"4473","cream",26,"crush",1
"5470","cream",26,"crust",1
"7472","cream",26,"dream",1
"8468","cream",26,"fatty",1
"9466","cream",26,"fight",1
"10466","cream",26,"foamy",1
"11712","cream",26,"gross",1
"13452","cream",26,"jeans",1
"14438","cream",26,"light",1
"15426","cream",26,"sauce",1
