"","cue","n_resp","resp","count"
"4434","spine",24,"brave",1
"6432","spine",24,"broke",1
"7433","spine",24,"chord",1
"8429","spine",24,"crawl",1
"9427","spine",24,"crest",1
"11635","spine",24,"discs",1
"12435","spine",24,"erect",1
"14401","spine",24,"knife",1
"15389","spine",24,"moral",1
"17362","spine",24,"quill",1
"18335","spine",24,"roses",1
"19309","spine",24,"spend",1
"20286","spine",24,"stand",1
"21305","spine",24,"thorn",1
"22265","spine",24,"whine",1
"24200","spine",24,"wings",1
"25176","moral",32,"story",15
"22266","moral",32,"right",11
"3055","moral",32,"truth",6
"4435","moral",32,"ethic",2
"7434","moral",32,"fiber",2
"15390","moral",32,"issue",2
"32116","moral",32,"wrong",2
"11636","moral",32,"alert",1
"21034","moral",32,"beard",1
"3483","moral",32,"brain",1
"5432","moral",32,"fable",1
"6433","moral",32,"feral",1
"8430","moral",32,"field",1
"9428","moral",32,"greed",1
"10429","moral",32,"guilt",1
"11637","moral",32,"happy",1
"12436","moral",32,"honor",1
"13416","moral",32,"ideal",1
"14402","moral",32,"ideas",1
"16381","moral",32,"Jesus",1
"17363","moral",32,"karma",1
"18336","moral",32,"major",1
"19310","moral",32,"moron",1
"20287","moral",32,"music",1
"21306","moral",32,"Plato",1
"23226","moral",32,"rules",1
"24201","moral",32,"stiff",1
"26153","moral",32,"theme",1
"27133","moral",32,"think",1
"28117","moral",32,"times",1
"29107","moral",32,"tooth",1
"31130","moral",32,"value",1
"9430","anger",25,"frown",4
"24202","anger",25,"upset",4
"3485","anger",25,"black",2
"17365","anger",25,"shout",2
"11640","anger",25,"angry",1
"21036","anger",25,"bitch",1
"4437","anger",25,"cross",1
"5434","anger",25,"cruel",1
"6435","anger",25,"fight",1
"7436","anger",25,"force",1
"8432","anger",25,"forte",1
"10431","anger",25,"growl",1
"11641","anger",25,"happy",1
"12438","anger",25,"harsh",1
"13418","anger",25,"Homer",1
"14404","anger",25,"nasty",1
"15392","anger",25,"punch",1
"16383","anger",25,"shake",1
"18338","anger",25,"sorry",1
"19312","anger",25,"spite",1
"20288","anger",25,"steam",1
"21307","anger",25,"stern",1
"22267","anger",25,"sweet",1
"23227","anger",25,"truth",1
"25177","anger",25,"weird",1
"18339","sugar",23,"sweet",61
"23228","sugar",23,"white",15
"4438","sugar",23,"candy",13
"11642","sugar",23,"honey",12
"15393","sugar",23,"spice",6
"8433","sugar",23,"daddy",4
"3486","sugar",23,"brown",3
"5435","sugar",23,"cream",3
"16384","sugar",23,"spoon",2
"20289","sugar",23,"syrup",2
"11643","sugar",23,"added",1
"21037","sugar",23,"apple",1
"6436","sugar",23,"cubes",1
"7437","sugar",23,"cutie",1
"9431","sugar",23,"flour",1
"10432","sugar",23,"grain",1
"12439","sugar",23,"icing",1
"13419","sugar",23,"mound",1
"14405","sugar",23,"salty",1
"17366","sugar",23,"sweat",1
"19313","sugar",23,"Sweet",1
"21308","sugar",23,"taste",1
"22268","sugar",23,"water",1
"15394","armor",23,"metal",17
"16385","armor",23,"plate",9
"21309","armor",23,"sword",7
"20290","armor",23,"steel",6
"10433","armor",23,"heavy",5
"18340","armor",23,"shiny",4
"7438","armor",23,"games",3
"9432","armor",23,"guard",3
"3487","armor",23,"chain",2
"21038","armor",23,"bacon",1
"4439","armor",23,"chair",1
"5436","armor",23,"chest",1
"6437","armor",23,"chink",1
"8434","armor",23,"glass",1
"11644","armor",23,"horse",1
"12440","armor",23,"joust",1
"13420","armor",23,"kings",1
"14406","armor",23,"layer",1
"17367","armor",23,"scale",1
"19314","armor",23,"solid",1
"22269","armor",23,"tight",1
"23229","armor",23,"tires",1
"24203","armor",23,"water",1
"29108","girls",33,"women",25
"31131","girls",33,"young",10
"8435","girls",33,"dolls",4
"21039","girls",33,"boobs",3
"13421","girls",33,"happy",2
"22270","girls",33,"smart",2
"32117","girls",33,"youth",2
"11645","girls",33,"babes",1
"3488","girls",33,"candy",1
"4440","girls",33,"chick",1
"5437","girls",33,"child",1
"6438","girls",33,"color",1
"7439","girls",33,"dance",1
"9433","girls",33,"drama",1
"10434","girls",33,"dress",1
"11646","girls",33,"fancy",1
"12441","girls",33,"group",1
"14407","girls",33,"Lydia",1
"15395","girls",33,"money",1
"16386","girls",33,"other",1
"17368","girls",33,"power",1
"18341","girls",33,"shoes",1
"19315","girls",33,"silly",1
"20291","girls",33,"skirt",1
"21310","girls",33,"small",1
"23230","girls",33,"smile",1
"24204","girls",33,"socks",1
"25178","girls",33,"sweet",1
"26154","girls",33,"teens",1
"27134","girls",33,"tough",1
"28118","girls",33,"woman",1
"3056","girls",33,"world",1
"33105","girls",33,"yucky",1
"25179","plain",26,"white",14
"5438","plain",26,"bland",11
"12442","plain",26,"field",7
"11647","plain",26,"empty",5
"3489","plain",26,"bagel",4
"7440","plain",26,"bread",4
"4441","plain",26,"basic",2
"6439","plain",26,"blank",2
"8436","plain",26,"clean",2
"14408","plain",26,"grass",2
"15396","plain",26,"great",2
"16387","plain",26,"paper",2
"20292","plain",26,"sight",2
"21311","plain",26,"Spain",2
"24205","plain",26,"wheat",2
"11648","plain",26,"Amish",1
"21040","plain",26,"apron",1
"9434","plain",26,"clear",1
"10435","plain",26,"dress",1
"13422","plain",26,"flour",1
"17369","plain",26,"plane",1
"18342","plain",26,"Poppy",1
"19316","plain",26,"river",1
"22271","plain",26,"ultra",1
"23231","plain",26,"usual",1
"26155","plain",26,"woman",1
"21312","mouth",26,"teeth",35
"20293","mouth",26,"taste",7
"18343","mouth",26,"speak",4
"26156","mouth",26,"words",4
"15397","mouth",26,"river",3
"17370","mouth",26,"smile",3
"8437","mouth",26,"dirty",2
"11649","mouth",26,"agape",1
"21041","mouth",26,"anger",1
"3490","mouth",26,"brush",1
"4442","mouth",26,"candy",1
"5439","mouth",26,"cheek",1
"6440","mouth",26,"chest",1
"7441","mouth",26,"dance",1
"9435","mouth",26,"moist",1
"10436","mouth",26,"motor",1
"11650","mouth",26,"mouse",1
"12443","mouth",26,"organ",1
"13423","mouth",26,"pants",1
"14409","mouth",26,"penis",1
"16388","mouth",26,"smell",1
"19317","mouth",26,"sweet",1
"22272","mouth",26,"tooth",1
"23232","mouth",26,"ulcer",1
"24206","mouth",26,"vocal",1
"25180","mouth",26,"water",1
"6441","tooth",28,"fairy",21
"5440","tooth",28,"decay",18
"21042","tooth",28,"brush",15
"28119","tooth",28,"white",14
"15398","tooth",28,"mouth",13
"16389","tooth",28,"paste",8
"13424","tooth",28,"loose",4
"14410","tooth",28,"molar",4
"25181","tooth",28,"teeth",3
"10437","tooth",28,"floss",2
"20294","tooth",28,"sharp",2
"21313","tooth",28,"shiny",2
"24207","tooth",28,"sweet",2
"11651","tooth",28,"booth",1
"3491","tooth",28,"clean",1
"4443","tooth",28,"cream",1
"7442","tooth",28,"false",1
"8438","tooth",28,"fight",1
"9436","tooth",28,"first",1
"11652","tooth",28,"front",1
"12444","tooth",28,"grill",1
"17371","tooth",28,"ridge",1
"18344","tooth",28,"saber",1
"19318","tooth",28,"Sabra",1
"22273","tooth",28,"smile",1
"23233","tooth",28,"stain",1
"26157","tooth",28,"tiger",1
"27135","tooth",28,"truth",1
"7443","quilt",22,"duvet",8
"5441","quilt",22,"cover",5
"21043","quilt",22,"cloth",3
"13425","quilt",22,"patch",3
"3492","quilt",22,"color",2
"6442","quilt",22,"craft",2
"17372","quilt",22,"sheet",2
"18345","quilt",22,"sleep",2
"11653","quilt",22,"Amish",1
"4444","quilt",22,"comfy",1
"8439","quilt",22,"frame",1
"9437","quilt",22,"group",1
"10438","quilt",22,"heavy",1
"11654","quilt",22,"image",1
"12445","quilt",22,"parts",1
"14411","quilt",22,"quiet",1
"15399","quilt",22,"right",1
"16390","quilt",22,"scarf",1
"19319","quilt",22,"small",1
"20295","quilt",22,"socks",1
"21314","quilt",22,"throw",1
"22274","quilt",22,"weave",1
"16391","guilt",23,"shame",20
"5443","guilt",23,"crime",11
"23234","guilt",23,"wrong",5
"3494","guilt",23,"blame",4
"12447","guilt",23,"judge",4
"11657","guilt",23,"anger",3
"4446","guilt",23,"court",3
"8441","guilt",23,"fault",3
"13426","guilt",23,"money",2
"18346","guilt",23,"sorry",2
"21315","guilt",23,"upset",2
"21045","guilt",23,"bench",1
"6444","guilt",23,"edged",1
"7445","guilt",23,"faith",1
"9439","guilt",23,"green",1
"10440","guilt",23,"heart",1
"11658","guilt",23,"heavy",1
"14412","guilt",23,"proof",1
"15400","guilt",23,"quilt",1
"17373","guilt",23,"shrug",1
"19320","guilt",23,"trust",1
"20296","guilt",23,"until",1
"22275","guilt",23,"women",1
"6446","chore",24,"clean",8
"10442","chore",24,"house",4
"12449","chore",24,"money",4
"7447","chore",24,"daily",3
"11661","chore",24,"labor",2
"17375","chore",24,"sweep",2
"11662","chore",24,"baths",1
"21047","chore",24,"booze",1
"3496","chore",24,"chart",1
"4448","chore",24,"child",1
"5445","chore",24,"choir",1
"8443","chore",24,"drink",1
"9441","chore",24,"grind",1
"13428","chore",24,"photo",1
"14414","chore",24,"robot",1
"15402","chore",24,"score",1
"16393","chore",24,"share",1
"18347","chore",24,"tasks",1
"19321","chore",24,"teach",1
"20297","chore",24,"tired",1
"21316","chore",24,"to do",1
"22276","chore",24,"trash",1
"23235","chore",24,"whore",1
"24208","chore",24,"youth",1
"3497","couch",20,"chair",14
"5446","couch",20,"comfy",9
"17376","couch",20,"sleep",9
"16394","couch",20,"relax",6
"11663","couch",20,"futon",3
"11664","couch",20,"brown",2
"12450","couch",20,"green",2
"21048","couch",20,"candy",1
"4449","couch",20,"coach",1
"6447","couch",20,"conch",1
"7448","couch",20,"cover",1
"8444","couch",20,"divan",1
"9442","couch",20,"embed",1
"10443","couch",20,"frame",1
"13429","couch",20,"guide",1
"14415","couch",20,"house",1
"15403","couch",20,"mites",1
"18348","couch",20,"table",1
"19322","couch",20,"terms",1
"20298","couch",20,"velor",1
"20299","items",24,"stuff",27
"11665","items",24,"lists",4
"8445","items",24,"goods",3
"3498","items",24,"boxes",2
"7449","items",24,"count",2
"13430","items",24,"money",2
"15404","items",24,"quest",2
"17377","items",24,"small",2
"19323","items",24,"store",2
"11666","items",24,"audit",1
"21049","items",24,"books",1
"4450","items",24,"chair",1
"5447","items",24,"cheap",1
"6448","items",24,"chest",1
"9443","items",24,"green",1
"12451","items",24,"mixed",1
"14416","items",24,"parts",1
"16395","items",24,"shady",1
"18349","items",24,"stock",1
"21317","items",24,"thing",1
"22277","items",24,"those",1
"23236","items",24,"tools",1
"24209","items",24,"units",1
"25182","items",24,"words",1
"14417","stock",27,"money",16
"3499","stock",27,"bonds",10
"24210","stock",27,"store",4
"4451","stock",27,"broth",3
"8446","stock",27,"goods",3
"16396","stock",27,"photo",2
"21318","stock",27,"shelf",2
"23237","stock",27,"stalk",2
"26158","stock",27,"trade",2
"11667","stock",27,"arrow",1
"21050","stock",27,"basic",1
"5448","stock",27,"check",1
"6449","stock",27,"claim",1
"7450","stock",27,"genus",1
"9444","stock",27,"graph",1
"10444","stock",27,"gravy",1
"11668","stock",27,"hoard",1
"12452","stock",27,"house",1
"13431","stock",27,"items",1
"15405","stock",27,"paper",1
"17378","stock",27,"ranch",1
"18350","stock",27,"rifle",1
"19324","stock",27,"share",1
"20300","stock",27,"sheet",1
"22278","stock",27,"shock",1
"25183","stock",27,"think",1
"27136","stock",27,"value",1
"27137","socks",34,"shoes",49
"34100","socks",34,"white",8
"11669","socks",34,"dirty",6
"3500","socks",34,"black",4
"13432","socks",34,"fuzzy",3
"22279","socks",34,"pairs",3
"23238","socks",34,"pants",3
"5449","socks",34,"boots",2
"7451","socks",34,"clean",2
"17379","socks",34,"holes",2
"3057","socks",34,"stink",2
"31132","socks",34,"sweat",2
"11670","socks",34,"ankle",1
"21051","socks",34,"belts",1
"4452","socks",34,"blows",1
"6450","socks",34,"chair",1
"8447","socks",34,"cloth",1
"9445","socks",34,"cocks",1
"10445","socks",34,"comfy",1
"12453","socks",34,"floor",1
"14418","socks",34,"green",1
"15406","socks",34,"heels",1
"16397","socks",34,"Hindu",1
"18351","socks",34,"jocks",1
"19325","socks",34,"laces",1
"20301","socks",34,"maybe",1
"21319","socks",34,"mocks",1
"24211","socks",34,"plaid",1
"25184","socks",34,"punch",1
"26159","socks",34,"rocks",1
"28120","socks",34,"smell",1
"29109","socks",34,"sport",1
"32118","socks",34,"thick",1
"33106","socks",34,"weave",1
"21054","juice",25,"apple",40
"8450","juice",25,"fruit",22
"6453","juice",25,"drink",18
"10448","juice",25,"grape",8
"21320","juice",25,"sweet",6
"9448","juice",25,"glass",4
"12456","juice",25,"juicy",4
"13435","juice",25,"lemon",3
"24212","juice",25,"water",3
"11675","juice",25,"jambs",2
"14420","juice",25,"loose",2
"15408","juice",25,"mango",2
"20302","juice",25,"sugar",2
"11676","juice",25,"acids",1
"3503","juice",25,"berry",1
"4455","juice",25,"cheat",1
"5452","juice",25,"child",1
"7454","juice",25,"fresh",1
"16398","juice",25,"mixer",1
"17380","juice",25,"Samba",1
"18352","juice",25,"semen",1
"19326","juice",25,"straw",1
"22280","juice",25,"tasty",1
"23239","juice",25,"vital",1
"25185","juice",25,"yummy",1
"29110","grain",31,"wheat",49
"4456","grain",31,"bread",18
"31133","grain",31,"whole",9
"10449","grain",31,"field",6
"9449","grain",31,"fiber",4
"23240","grain",31,"small",4
"28121","grain",31,"truth",3
"11677","grain",31,"amber",2
"11678","grain",31,"flour",2
"13436","grain",31,"grass",2
"21321","grain",31,"pasta",2
"21055","grain",31,"beige",1
"3504","grain",31,"brain",1
"5453","grain",31,"brown",1
"6454","grain",31,"cloth",1
"7455","grain",31,"deign",1
"8451","grain",31,"donut",1
"12457","grain",31,"grape",1
"14421","grain",31,"green",1
"15409","grain",31,"grind",1
"16399","grain",31,"hf cs",1
"17381","grain",31,"horse",1
"18353","grain",31,"Maine",1
"19327","grain",31,"metal",1
"20303","grain",31,"multi",1
"22281","grain",31,"plant",1
"24213","grain",31,"Spain",1
"25186","grain",31,"speck",1
"26160","grain",31,"stain",1
"27138","grain",31,"table",1
"3058","grain",31,"white",1
"18354","waves",27,"ocean",58
"26161","waves",27,"water",25
"21056","waves",27,"beach",15
"24214","waves",27,"sound",13
"15410","waves",27,"light",6
"14422","waves",27,"hello",4
"20304","waves",27,"radio",3
"8452","waves",27,"froth",2
"23241","waves",27,"shore",2
"25187","waves",27,"tides",2
"11679","waves",27,"amber",1
"3505","waves",27,"boats",1
"4457","waves",27,"catch",1
"5454","waves",27,"clown",1
"6455","waves",27,"crest",1
"7456","waves",27,"curly",1
"9450","waves",27,"gamma",1
"10450","waves",27,"grain",1
"11680","waves",27,"green",1
"12458","waves",27,"hands",1
"13437","waves",27,"happy",1
"16400","waves",27,"micro",1
"17382","waves",27,"noise",1
"19328","waves",27,"pulse",1
"21322","waves",27,"rolls",1
"22282","waves",27,"rough",1
"27139","waves",27,"whale",1
"32119","freak",33,"weird",30
"11689","freak",33,"alone",3
"4462","freak",33,"crazy",3
"6460","freak",33,"dance",2
"14427","freak",33,"idiot",2
"21061","freak",33,"black",1
"3522","freak",33,"bully",1
"5459","freak",33,"creep",1
"7461","freak",33,"feral",1
"8457","freak",33,"fluke",1
"9455","freak",33,"gamer",1
"10455","freak",33,"green",1
"11690","freak",33,"gross",1
"12463","freak",33,"happy",1
"13441","freak",33,"Harry",1
"15415","freak",33,"joker",1
"16405","freak",33,"kinky",1
"17387","freak",33,"leash",1
"18357","freak",33,"loser",1
"19331","freak",33,"panic",1
"20305","freak",33,"queer",1
"21323","freak",33,"scary",1
"22283","freak",33,"smile",1
"23242","freak",33,"snake",1
"24215","freak",33,"spike",1
"25188","freak",33,"stamp",1
"26162","freak",33,"storm",1
"27140","freak",33,"super",1
"28122","freak",33,"treat",1
"29111","freak",33,"trick",1
"3059","freak",33,"wacko",1
"31134","freak",33,"water",1
"33107","freak",33,"woods",1
"10456","inner",20,"outer",35
"11691","inner",20,"peace",12
"15416","inner",20,"space",6
"3523","inner",20,"child",4
"18358","inner",20,"thigh",4
"11692","inner",20,"being",3
"4463","inner",20,"close",2
"9456","inner",20,"intra",2
"14428","inner",20,"small",2
"21062","inner",20,"belly",1
"5460","inner",20,"curve",1
"6461","inner",20,"elite",1
"7462","inner",20,"first",1
"8458","inner",20,"inter",1
"12464","inner",20,"quiet",1
"13442","inner",20,"shell",1
"16406","inner",20,"state",1
"17388","inner",20,"store",1
"19332","inner",20,"voice",1
"20306","inner",20,"waist",1
"11695","movie",22,"actor",5
"14430","movie",22,"night",5
"22284","movie",22,"watch",5
"21324","movie",22,"video",4
"7464","movie",22,"flick",3
"9458","movie",22,"house",2
"13444","movie",22,"money",2
"19333","movie",22,"stars",2
"21064","movie",22,"couch",1
"3525","movie",22,"crowd",1
"4465","movie",22,"drive",1
"5462","movie",22,"enjoy",1
"6463","movie",22,"films",1
"8460","movie",22,"Hindi",1
"10458","movie",22,"indie",1
"11696","movie",22,"light",1
"12466","movie",22,"magic",1
"15418","movie",22,"noise",1
"16408","movie",22,"picks",1
"17390","movie",22,"relax",1
"18360","movie",22,"scree",1
"20307","movie",22,"story",1
"22285","yummy",25,"tasty",40
"24216","yummy",25,"tummy",15
"21065","yummy",25,"candy",8
"21325","yummy",25,"taste",6
"17391","yummy",25,"mummy",4
"11697","yummy",25,"bacon",2
"13445","yummy",25,"gummy",2
"14431","yummy",25,"happy",2
"20308","yummy",25,"sweet",2
"23243","yummy",25,"treat",2
"3526","yummy",25,"chewy",1
"4466","yummy",25,"chips",1
"5463","yummy",25,"court",1
"6464","yummy",25,"cream",1
"7465","yummy",25,"dicks",1
"8461","yummy",25,"dummy",1
"9459","yummy",25,"fresh",1
"10459","yummy",25,"fruit",1
"11698","yummy",25,"gooey",1
"12467","yummy",25,"gross",1
"15419","yummy",25,"juice",1
"16409","yummy",25,"mouth",1
"18361","yummy",25,"pizza",1
"19334","yummy",25,"sugar",1
"25189","yummy",25,"water",1
"18363","fraud",33,"money",20
"5465","fraud",33,"cheat",19
"8463","fraud",33,"crime",9
"25190","fraud",33,"steal",8
"29112","fraud",33,"thief",6
"7467","fraud",33,"court",4
"28123","fraud",33,"theft",4
"31135","fraud",33,"trick",4
"21067","fraud",33,"banks",2
"11701","fraud",33,"false",2
"16411","fraud",33,"lying",2
"19336","fraud",33,"phony",2
"20309","fraud",33,"Ponzi",2
"23244","fraud",33,"shame",2
"33108","fraud",33,"wrong",2
"11702","fraud",33,"abuse",1
"3528","fraud",33,"bogus",1
"4468","fraud",33,"cheap",1
"6466","fraud",33,"check",1
"9461","fraud",33,"crook",1
"10461","fraud",33,"faker",1
"12469","fraud",33,"freud",1
"13447","fraud",33,"Freud",1
"14433","fraud",33,"greed",1
"15421","fraud",33,"libel",1
"17393","fraud",33,"maude",1
"21326","fraud",33,"prank",1
"22286","fraud",33,"shady",1
"24217","fraud",33,"squad",1
"26163","fraud",33,"stuff",1
"27141","fraud",33,"taxes",1
"3060","fraud",33,"trial",1
"32120","fraud",33,"waste",1
"28124","bread",30,"wheat",26
"26164","bread",30,"toast",11
"29113","bread",30,"white",11
"18364","bread",30,"money",8
"9462","bread",30,"flour",7
"3061","bread",30,"yeast",7
"27142","bread",30,"water",5
"7468","bread",30,"crust",4
"8464","bread",30,"dough",4
"12470","bread",30,"grain",4
"21327","bread",30,"slice",4
"6467","bread",30,"brown",3
"15422","bread",30,"knife",3
"4469","bread",30,"board",2
"14434","bread",30,"jelly",2
"11703","bread",30,"apple",1
"21068","bread",30,"baked",1
"3529","bread",30,"basic",1
"5466","bread",30,"break",1
"10462","bread",30,"fresh",1
"11704","bread",30,"Fresh",1
"13448","bread",30,"happy",1
"16412","bread",30,"lunch",1
"17394","bread",30,"manna",1
"19337","bread",30,"plain",1
"20310","bread",30,"rolls",1
"22287","bread",30,"smell",1
"23245","bread",30,"staff",1
"24218","bread",30,"store",1
"25191","bread",30,"tasty",1
"9463","nasty",25,"gross",22
"6468","nasty",25,"dirty",19
"15423","nasty",25,"smell",4
"4470","nasty",25,"cruel",3
"19338","nasty",25,"taste",2
"11705","nasty",25,"awful",1
"21069","nasty",25,"balls",1
"3530","nasty",25,"candy",1
"5467","nasty",25,"devil",1
"7469","nasty",25,"girls",1
"8465","nasty",25,"green",1
"10463","nasty",25,"habit",1
"11706","nasty",25,"pasty",1
"12471","nasty",25,"petty",1
"13449","nasty",25,"rough",1
"14435","nasty",25,"small",1
"16413","nasty",25,"Snook",1
"17395","nasty",25,"sting",1
"18365","nasty",25,"stink",1
"20311","nasty",25,"tasty",1
"21328","nasty",25,"whore",1
"22288","nasty",25,"windy",1
"23246","nasty",25,"women",1
"24219","nasty",25,"wound",1
"25192","nasty",25,"yucky",1
"20312","fluid",20,"water",56
"6469","fluid",20,"drink",10
"11707","fluid",20,"ounce",3
"13450","fluid",20,"river",3
"4471","fluid",20,"clear",2
"8466","fluid",20,"jelly",2
"17396","fluid",20,"solid",2
"11708","fluid",20,"apple",1
"21070","fluid",20,"blood",1
"3531","fluid",20,"brake",1
"5468","fluid",20,"dance",1
"7470","fluid",20,"Flory",1
"9464","fluid",20,"loose",1
"10464","fluid",20,"moist",1
"12472","fluid",20,"Pepsi",1
"14436","fluid",20,"semen",1
"15424","fluid",20,"silky",1
"16414","fluid",20,"slick",1
"18366","fluid",20,"super",1
"19339","fluid",20,"sword",1
"16415","bully",30,"fight",4
"19340","bully",30,"horns",3
"3532","bully",30,"anger",2
"4472","bully",30,"angry",2
"9465","bully",30,"child",2
"10465","bully",30,"cruel",2
"11709","bully",30,"cuber",2
"21329","bully",30,"nasty",2
"22289","bully",30,"power",2
"24220","bully",30,"pushy",2
"25193","bully",30,"shove",2
"11710","bully",30,"abuse",1
"21071","bully",30,"alone",1
"5469","bully",30,"berry",1
"6470","bully",30,"Billy",1
"7471","bully",30,"bossy",1
"8467","bully",30,"cheer",1
"12473","bully",30,"curly",1
"13451","bully",30,"devil",1
"14437","bully",30,"don't",1
"15425","bully",30,"fiend",1
"17397","bully",30,"girls",1
"18367","bully",30,"gully",1
"20313","bully",30,"idiot",1
"23247","bully",30,"punch",1
"26165","bully",30,"swing",1
"27143","bully",30,"tease",1
"28125","bully",30,"thick",1
"29114","bully",30,"tough",1
"3062","bully",30,"wooly",1
"26166","cream",26,"white",18
"20314","cream",26,"sweet",5
"6471","cream",26,"dairy",3
"25194","cream",26,"wheat",3
"3533","cream",26,"color",2
"12474","cream",26,"heavy",2
"18368","cream",26,"sugar",2
"22290","cream",26,"thick",2
"11711","cream",26,"beige",1
"21072","cream",26,"blend",1
"4473","cream",26,"crush",1
"5470","cream",26,"crust",1
"7472","cream",26,"dream",1
"8468","cream",26,"fatty",1
"9466","cream",26,"fight",1
"10466","cream",26,"foamy",1
"11712","cream",26,"gross",1
"13452","cream",26,"jeans",1
"14438","cream",26,"light",1
"15426","cream",26,"sauce",1
"16416","cream",26,"shave",1
"17398","cream",26,"spoon",1
"19341","cream",26,"swear",1
"21330","cream",26,"taste",1
"23248","cream",26,"walls",1
"24221","cream",26,"water",1
"9467","rhyme",25,"music",11
"25195","rhyme",25,"words",7
"7473","rhyme",25,"match",4
"8469","rhyme",25,"meter",4
"22291","rhyme",25,"thyme",4
"4474","rhyme",25,"crime",3
"3534","rhyme",25,"chime",2
"10467","rhyme",25,"poems",2
"15427","rhyme",25,"slang",2
"23249","rhyme",25,"verse",2
"11713","rhyme",25,"bears",1
"21073","rhyme",25,"busts",1
"5471","rhyme",25,"haiku",1
"6472","rhyme",25,"lyric",1
"11714","rhyme",25,"prime",1
"12475","rhyme",25,"prose",1
"13453","rhyme",25,"rhino",1
"14439","rhyme",25,"shine",1
"16417","rhyme",25,"slant",1
"17399","rhyme",25,"slime",1
"18369","rhyme",25,"songs",1
"19342","rhyme",25,"sound",1
"20315","rhyme",25,"steam",1
"21331","rhyme",25,"think",1
"24222","rhyme",25,"whine",1
"17400","logic",24,"smart",10
"21332","logic",24,"think",8
"11715","logic",24,"brain",6
"4475","logic",24,"clear",3
"14440","logic",24,"right",3
"3535","logic",24,"chess",2
"8470","logic",24,"maths",2
"13454","logic",24,"proof",2
"15428","logic",24,"sense",2
"20316","logic",24,"study",2
"21074","logic",24,"chalk",1
"5472","logic",24,"error",1
"6473","logic",24,"games",1
"7474","logic",24,"logos",1
"9468","logic",24,"Mensa",1
"10468","logic",24,"order",1
"11716","logic",24,"plain",1
"12476","logic",24,"power",1
"16418","logic",24,"skill",1
"18370","logic",24,"solid",1
"19343","logic",24,"Spock",1
"22292","logic",24,"three",1
"23250","logic",24,"truth",1
"24223","logic",24,"venue",1
"15429","vomit",28,"gross",14
"10469","vomit",28,"drunk",6
"14441","vomit",28,"green",6
"21333","vomit",28,"smell",6
"4476","vomit",28,"chuck",3
"7475","vomit",28,"comet",2
"11717","vomit",28,"expel",2
"20317","vomit",28,"Retch",2
"22293","vomit",28,"stink",2
"11718","vomit",28,"belch",1
"21075","vomit",28,"brown",1
"3536","vomit",28,"burgh",1
"5473","vomit",28,"chunk",1
"6474","vomit",28,"color",1
"8471","vomit",28,"dirty",1
"9469","vomit",28,"drink",1
"12477","vomit",28,"floor",1
"13455","vomit",28,"funny",1
"16419","vomit",28,"hurts",1
"17401","vomit",28,"mouth",1
"18371","vomit",28,"purge",1
"19344","vomit",28,"quest",1
"23251","vomit",28,"tangy",1
"24224","vomit",28,"thing",1
"25196","vomit",28,"throw",1
"26167","vomit",28,"under",1
"27144","vomit",28,"virus",1
"28126","vomit",28,"words",1
"20318","sheep",21,"white",11
"11719","sheep",21,"black",6
"21076","sheep",21,"bleat",5
"7476","sheep",21,"flock",4
"15430","sheep",21,"lambs",4
"18372","sheep",21,"sleep",4
"6475","sheep",21,"field",3
"12478","sheep",21,"grass",3
"17402","sheep",21,"shear",3
"5474","sheep",21,"fence",2
"8472","sheep",21,"fluff",2
"14442","sheep",21,"herds",2
"21334","sheep",21,"wooly",2
"3537","sheep",21,"cloud",1
"4477","sheep",21,"farms",1
"9470","sheep",21,"funny",1
"10470","sheep",21,"furry",1
"11720","sheep",21,"fuzzy",1
"13456","sheep",21,"green",1
"16420","sheep",21,"moors",1
"19345","sheep",21,"staff",1
"7478","torso",26,"chest",28
"22294","torso",26,"trunk",9
"25197","torso",26,"waist",5
"15432","torso",26,"human",3
"16422","torso",26,"limbs",3
"21078","torso",26,"belly",2
"19347","torso",26,"shirt",2
"11723","torso",26,"armor",1
"3539","torso",26,"biped",1
"4479","torso",26,"blood",1
"5476","torso",26,"boobs",1
"6477","torso",26,"bride",1
"8474","torso",26,"David",1
"9472","torso",26,"death",1
"10472","torso",26,"disco",1
"11724","torso",26,"flesh",1
"12480","torso",26,"Greek",1
"13458","torso",26,"hairy",1
"14444","torso",26,"heart",1
"17404","torso",26,"lungs",1
"18374","torso",26,"pants",1
"20319","torso",26,"thing",1
"21335","torso",26,"tonto",1
"23252","torso",26,"tummy",1
"24225","torso",26,"upper",1
"26168","torso",26,"women",1
"5477","haste",20,"hurry",33
"16423","haste",20,"waste",28
"13459","haste",20,"speed",27
"9473","haste",20,"quick",25
"21079","haste",20,"error",2
"4480","haste",20,"horse",2
"6478","haste",20,"makes",2
"14445","haste",20,"spell",2
"11725","haste",20,"chase",1
"3540","haste",20,"final",1
"7479","haste",20,"novel",1
"8475","haste",20,"panic",1
"10473","haste",20,"rapid",1
"11726","haste",20,"rogue",1
"12481","haste",20,"short",1
"15433","haste",20,"taste",1
"17405","haste",20,"watch",1
"18375","haste",20,"worry",1
"19348","haste",20,"wrong",1
"20320","haste",20,"youth",1
"4481","scrub",20,"clean",42
"21080","scrub",20,"brush",22
"6479","scrub",20,"dirty",5
"12482","scrub",20,"nurse",5
"15434","scrub",20,"scour",5
"7480","scrub",20,"floor",4
"11727","scrub",20,"a-dub",1
